Time	Timestep	Episodes	AverageReturn	MaxReturn	Exploration
4.822810490926107e-05	4240000	2069	17.75	18.06	0.08785
4.280805587768555e-05	4250000	2073	17.76	18.06	0.0878125
4.504521687825521e-05	4260000	2078	17.64	18.06	0.087775
4.98652458190918e-05	4270000	2083	17.59	18.06	0.0877375
4.2609373728434245e-05	4280000	2087	17.63	18.06	0.0877
4.785855611165364e-05	4290000	2092	17.74	18.06	0.0876625
4.763205846150716e-05	4300000	2097	17.73	18.06	0.08762500000000001
6.79612159729004e-05	4310000	2101	17.8	18.06	0.0875875
4.51207160949707e-05	4320000	2106	17.79	18.06	0.08755
6.444454193115235e-05	4330000	2112	17.81	18.06	0.08751250000000001
4.6590963999430336e-05	4340000	2117	17.82	18.06	0.087475
4.798173904418945e-05	4350000	2121	17.67	18.06	0.0874375
4.634857177734375e-05	4360000	2126	17.64	18.06	0.0874
4.386107126871745e-05	4370000	2131	17.6	18.06	0.08736250000000001
4.730224609375e-05	4380000	2136	17.53	18.06	0.087325
2.0762284596761067e-05	4390000	2141	17.56	18.06	0.0872875
4.982153574625651e-05	4400000	2146	17.51	18.06	0.08725000000000001
2.6786327362060546e-05	4410000	2151	17.57	18.06	0.0872125
4.629294077555338e-05	4420000	2156	17.61	18.06	0.087175
2.35597292582194e-05	4430000	2161	17.59	18.06	0.0871375
4.605849583943685e-05	4440000	2166	17.53	18.06	0.08710000000000001
4.612604777018229e-05	4450000	2170	17.57	18.06	0.0870625
3.962119420369466e-05	4460000	2175	17.59	18.06	0.087025
4.946788152058919e-05	4470000	2180	17.68	18.06	0.08698750000000001
2.4791558583577474e-05	4480000	2185	17.67	18.06	0.08695
2.673467000325521e-05	4490000	2190	17.58	18.06	0.0869125
2.3909409840901692e-05	4500000	2195	17.7	18.06	0.08687500000000001
4.6646595001220704e-05	4510000	2199	17.72	18.06	0.08683750000000001
4.7496954600016276e-05	4520000	2204	17.72	18.06	0.0868
4.2374928792317705e-05	4530000	2209	17.75	18.06	0.0867625
4.458427429199219e-05	4540000	2214	17.67	18.06	0.08672500000000001
2.4600823720296225e-05	4550000	2219	17.75	18.06	0.0866875
4.66148058573405e-05	4560000	2224	17.87	18.06	0.08665
4.584789276123047e-05	4570000	2228	17.79	18.06	0.08661250000000001
4.520416259765625e-05	4580000	2233	17.85	18.06	0.086575
4.6590963999430336e-05	4590000	2238	17.86	18.06	0.0865375
4.840691884358724e-05	4600000	2243	17.87	18.06	0.08650000000000001
4.240671793619792e-05	4610000	2248	17.78	18.06	0.0864625
4.562139511108398e-05	4620000	2253	17.67	18.06	0.086425
3.977616628011068e-05	4630000	2257	17.58	18.06	0.0863875
4.5808156331380207e-05	4640000	2261	17.56	18.06	0.08635000000000001
4.523197809855143e-05	4650000	2266	17.67	18.06	0.0863125
2.0102659861246744e-05	4660000	2271	17.54	18.06	0.086275
4.762013753255208e-05	4670000	2275	17.59	18.06	0.08623750000000001
4.616578420003255e-05	4680000	2280	17.5	18.06	0.0862
5.8988730112711586e-05	4690000	2285	17.57	18.06	0.0861625
5.126794179280599e-05	4700000	2290	17.55	18.06	0.08612500000000001
4.56690788269043e-05	4710000	2294	17.5	18.06	0.08608750000000001
4.673004150390625e-05	4720000	2299	17.52	18.06	0.08605
3.764231999715169e-05	4730000	2304	17.54	18.06	0.0860125
4.4294198354085286e-05	4740000	2309	17.55	18.06	0.08597500000000001
4.629691441853841e-05	4750000	2314	17.57	18.06	0.0859375
3.915627797444661e-05	4760000	2319	17.55	18.06	0.0859
7.0802370707194e-05	4770000	2324	17.55	18.06	0.08586250000000001
4.2219956715901695e-05	4780000	2329	17.56	18.06	0.085825
4.72863515218099e-05	4790000	2333	17.45	18.06	0.0857875
4.657506942749023e-05	4800000	2338	17.48	18.06	0.08575
4.9102306365966794e-05	4810000	2343	17.4	18.06	0.0857125
4.7596295674641925e-05	4820000	2348	17.47	18.06	0.085675
5.2475929260253905e-05	4830000	2353	17.63	18.06	0.0856375
4.728237787882487e-05	4840000	2359	17.76	18.06	0.08560000000000001
4.049142201741537e-05	4850000	2363	17.8	18.06	0.0855625
3.908872604370117e-05	4860000	2368	17.75	18.06	0.085525
4.5975049336751304e-05	4870000	2373	17.82	18.06	0.08548750000000001
2.4048487345377603e-05	4880000	2379	17.94	18.06	0.08545
4.958709081013997e-05	4890000	2384	17.91	18.06	0.0854125
4.173119862874349e-05	4900000	2389	18.05	18.06	0.085375
2.5331974029541016e-05	4910000	2394	18.11	18.12	0.08533750000000001
4.8001607259114586e-05	4920000	2399	18.06	18.12	0.0853
4.662672678629557e-05	4930000	2404	18.0	18.12	0.0852625
4.539092381795247e-05	4940000	2410	17.98	18.12	0.08522500000000001
4.638036092122396e-05	4950000	2415	17.99	18.12	0.0851875
4.5688947041829425e-05	4960000	2420	18.0	18.12	0.08515
4.775126775105794e-05	4970000	2424	17.93	18.12	0.08511250000000001
5.139509836832682e-05	4980000	2430	18.11	18.12	0.085075
2.5375684102376303e-05	4990000	2434	18.13	18.14	0.0850375
4.391670227050781e-05	5000000	2439	18.09	18.14	0.085
4.811684290568034e-05	5010000	2445	18.12	18.15	0.0849625
2.40325927734375e-05	5020000	2450	18.06	18.15	0.084925
4.8895676930745445e-05	5030000	2455	18.04	18.15	0.0848875
2.4525324503580728e-05	5040000	2460	18.03	18.15	0.08485000000000001
4.185835520426432e-05	5050000	2466	18.14	18.15	0.0848125
3.770192464192708e-05	5060000	2471	18.2	18.24	0.084775
5.093812942504883e-05	5070000	2476	18.27	18.27	0.08473750000000001
4.812876383463542e-05	5080000	2481	18.21	18.27	0.0847
7.558266321818033e-05	5090000	2486	18.26	18.27	0.0846625
2.081791559855143e-05	5100000	2491	18.16	18.27	0.084625
4.678169886271159e-05	5110000	2496	18.15	18.27	0.08458750000000001
4.371802012125651e-05	5120000	2502	18.23	18.27	0.08455
5.103747049967448e-05	5130000	2507	18.37	18.37	0.0845125
4.7135353088378904e-05	5140000	2512	18.36	18.37	0.08447500000000001
4.8156579335530596e-05	5150000	2517	18.33	18.37	0.0844375
2.3738543192545572e-05	5160000	2522	18.23	18.37	0.0844
2.0492076873779298e-05	5170000	2527	18.17	18.37	0.0843625
4.4854482014973957e-05	5180000	2532	18.05	18.37	0.08432500000000001
3.72926394144694e-05	5190000	2537	18.1	18.37	0.0842875
4.579623540242513e-05	5200000	2542	18.12	18.37	0.08425
3.9414564768473306e-05	5210000	2547	18.13	18.37	0.0842125
3.521839777628581e-05	5220000	2552	18.09	18.37	0.084175
4.431009292602539e-05	5230000	2557	18.08	18.37	0.0841375
5.099773406982422e-05	5240000	2562	18.17	18.37	0.08410000000000001
4.719893137613932e-05	5250000	2568	18.13	18.37	0.0840625
4.9285093943277995e-05	5260000	2573	18.06	18.37	0.084025
4.57922617594401e-05	5270000	2578	18.04	18.37	0.0839875
4.530747731526693e-05	5280000	2583	18.03	18.37	0.08395
4.2275587717692056e-05	5290000	2589	18.04	18.37	0.0839125
4.876852035522461e-05	5300000	2593	18.06	18.37	0.083875
4.794597625732422e-05	5310000	2599	17.95	18.37	0.08383750000000001
4.279216130574544e-05	5320000	2604	17.91	18.37	0.0838
4.0423870086669925e-05	5330000	2609	17.85	18.37	0.0837625
4.374186197916667e-05	5340000	2614	17.9	18.37	0.083725
4.424254099527995e-05	5350000	2620	17.93	18.37	0.0836875
4.07099723815918e-05	5360000	2625	18.1	18.37	0.08365
4.6249230702718096e-05	5370000	2630	18.19	18.37	0.0836125
4.257758458455404e-05	5380000	2636	18.28	18.37	0.08357500000000001
4.359086354573568e-05	5390000	2641	18.38	18.38	0.0835375
4.662275314331055e-05	5400000	2646	18.36	18.38	0.0835
4.645188649495443e-05	5410000	2652	18.35	18.38	0.08346250000000001
4.5522054036458334e-05	5420000	2657	18.31	18.4	0.083425
3.96728515625e-05	5430000	2662	18.24	18.4	0.0833875
4.473129908243815e-05	5440000	2667	18.19	18.4	0.08335000000000001
4.749298095703125e-05	5450000	2672	18.18	18.4	0.08331250000000001
4.4445196787516274e-05	5460000	2677	18.21	18.4	0.083275
4.94996706644694e-05	5470000	2682	18.08	18.4	0.0832375
6.123781204223633e-05	5480000	2687	18.07	18.4	0.0832
4.626909891764323e-05	5490000	2692	18.06	18.4	0.0831625
4.562139511108398e-05	5500000	2697	18.02	18.4	0.083125
5.060036977132161e-05	5510000	2703	18.08	18.4	0.08308750000000001
3.736813863118489e-05	5520000	2708	18.08	18.4	0.08305000000000001
4.3670336405436196e-05	5530000	2712	17.99	18.4	0.0830125
4.4341882069905596e-05	5540000	2718	18.05	18.4	0.08297500000000001
5.345344543457031e-05	5550000	2723	18.04	18.4	0.0829375
2.468427022298177e-05	5560000	2728	18.04	18.4	0.0829
4.688898722330729e-05	5570000	2734	17.95	18.4	0.0828625
4.441340764363607e-05	5580000	2739	17.86	18.4	0.08282500000000001
4.117091496785482e-05	5590000	2744	17.85	18.4	0.0827875
4.497369130452474e-05	5600000	2749	17.78	18.4	0.08275
5.2356719970703124e-05	5610000	2754	17.78	18.4	0.08271250000000001
5.70376714070638e-05	5620000	2759	17.73	18.4	0.082675
4.5971075693766275e-05	5630000	2764	17.69	18.4	0.0826375
4.891157150268555e-05	5640000	2770	17.73	18.4	0.0826
4.291534423828125e-05	5650000	2775	17.76	18.4	0.08256250000000001
4.665851593017578e-05	5660000	2780	17.76	18.4	0.082525
7.058382034301758e-05	5670000	2785	17.9	18.4	0.0824875
5.041758219401042e-05	5680000	2790	17.93	18.4	0.08245
4.2271614074707034e-05	5690000	2796	17.95	18.4	0.0824125
4.657506942749023e-05	5700000	2801	17.91	18.4	0.082375
5.097786585489909e-05	5710000	2806	17.97	18.4	0.08233750000000001
4.66307004292806e-05	5720000	2812	18.12	18.4	0.08230000000000001
4.096031188964844e-05	5730000	2817	18.09	18.4	0.0822625
5.1081180572509766e-05	5740000	2822	18.01	18.4	0.082225
4.649559656778972e-05	5750000	2827	18.01	18.4	0.0821875
2.605915069580078e-05	5760000	2832	17.95	18.4	0.08215
4.410346349080403e-05	5770000	2838	17.9	18.4	0.0821125
5.2928924560546875e-05	5780000	2843	17.95	18.4	0.08207500000000001
5.053281784057617e-05	5790000	2848	18.0	18.4	0.0820375
5.097786585489909e-05	5800000	2853	18.07	18.4	0.082
4.7210852305094404e-05	5810000	2859	18.21	18.4	0.08196250000000001
5.7125091552734374e-05	5820000	2864	18.27	18.4	0.081925
4.4635931650797526e-05	5830000	2870	18.29	18.4	0.0818875
4.8561890920003256e-05	5840000	2875	18.3	18.4	0.08185
4.6189626057942705e-05	5850000	2880	18.3	18.4	0.08181250000000001
4.4417381286621096e-05	5860000	2885	18.3	18.4	0.081775
4.005829493204753e-05	5870000	2890	18.23	18.4	0.0817375
4.384915033976237e-05	5880000	2895	18.27	18.4	0.0817
4.341204961140951e-05	5890000	2900	18.27	18.4	0.0816625
4.741350809733073e-05	5900000	2905	18.15	18.4	0.081625
6.39796257019043e-05	5910000	2910	18.12	18.4	0.08158750000000001
4.474322001139323e-05	5920000	2915	18.17	18.4	0.08155000000000001
4.768768946329753e-05	5930000	2921	18.21	18.4	0.0815125
2.8133392333984375e-05	5940000	2925	18.19	18.4	0.081475
2.5856494903564454e-05	5950000	2930	18.18	18.4	0.0814375
4.4616063435872394e-05	5960000	2935	18.19	18.4	0.0814
4.521608352661133e-05	5970000	2940	18.24	18.4	0.0813625
4.223187764485677e-05	5980000	2945	18.16	18.4	0.08132500000000001
4.134575525919596e-05	5990000	2950	18.1	18.4	0.0812875
4.446109135945638e-05	6000000	2956	18.09	18.4	0.08125
4.4349829355875654e-05	6010000	2961	17.99	18.4	0.0812125
2.1056334177652994e-05	6020000	2966	17.97	18.4	0.081175
5.143880844116211e-05	6030000	2971	17.97	18.4	0.0811375
4.022121429443359e-05	6040000	2976	17.98	18.4	0.0811
4.054705301920573e-05	6050000	2981	17.98	18.4	0.08106250000000001
5.2591164906819664e-05	6060000	2986	18.04	18.4	0.081025
4.0090084075927736e-05	6070000	2991	18.01	18.4	0.0809875
4.289944966634115e-05	6080000	2996	18.02	18.4	0.08095000000000001
4.273653030395508e-05	6090000	3002	18.06	18.4	0.0809125
4.376570383707682e-05	6100000	3007	18.12	18.4	0.080875
5.178054173787435e-05	6110000	3012	17.98	18.4	0.0808375
2.6047229766845703e-05	6120000	3017	18.0	18.4	0.08080000000000001
4.409948984781901e-05	6130000	3022	17.9	18.4	0.0807625
4.2998790740966796e-05	6140000	3027	17.95	18.4	0.080725
2.673467000325521e-05	6150000	3032	18.0	18.4	0.08068750000000001
6.351868311564128e-05	6160000	3038	18.05	18.4	0.08065
5.090634028116862e-05	6170000	3043	17.99	18.4	0.0806125
4.2510032653808596e-05	6180000	3048	18.11	18.4	0.08057500000000001
8.309284845987955e-05	6190000	3054	18.17	18.4	0.08053750000000001
4.572073618570964e-05	6200000	3059	18.12	18.4	0.0805
5.133549372355143e-05	6210000	3064	18.16	18.4	0.0804625
4.760424296061198e-05	6220000	3069	18.1	18.4	0.080425
4.895925521850586e-05	6230000	3074	18.08	18.4	0.0803875
4.942019780476888e-05	6240000	3080	18.07	18.4	0.08035
2.4139881134033203e-05	6250000	3085	18.04	18.4	0.08031250000000001
4.85380490620931e-05	6260000	3091	18.19	18.4	0.080275
5.019505818684896e-05	6270000	3096	18.22	18.4	0.0802375
3.749529520670573e-05	6280000	3101	18.16	18.4	0.08020000000000001
4.5359134674072266e-05	6290000	3107	18.21	18.4	0.0801625
4.6988328297932945e-05	6300000	3112	18.24	18.4	0.080125
5.074739456176758e-05	6310000	3117	18.27	18.4	0.0800875
4.285176595052083e-05	6320000	3122	18.33	18.4	0.08005000000000001
5.303223927815755e-05	6330000	3127	18.27	18.4	0.0800125
6.908178329467773e-05	6340000	3132	18.16	18.4	0.079975
4.432598749796549e-05	6350000	3137	18.06	18.4	0.0799375
4.673004150390625e-05	6360000	3142	18.12	18.4	0.0799
4.585584004720052e-05	6370000	3147	18.15	18.4	0.0798625
4.84466552734375e-05	6380000	3153	18.07	18.4	0.07982500000000001
4.38849131266276e-05	6390000	3158	18.05	18.4	0.07978750000000001
4.763205846150716e-05	6400000	3163	18.08	18.4	0.07975
3.789663314819336e-05	6410000	3168	18.14	18.4	0.0797125
8.062521616617839e-05	6420000	3174	18.18	18.4	0.079675
5.8750311533610024e-05	6430000	3179	18.14	18.4	0.0796375
4.447698593139649e-05	6440000	3185	18.09	18.4	0.0796
3.877083460489909e-05	6450000	3190	18.02	18.4	0.07956250000000001
4.654725392659505e-05	6460000	3196	17.93	18.4	0.079525
4.560152689615886e-05	6470000	3201	17.95	18.4	0.0794875
3.572702407836914e-05	6480000	3206	17.93	18.4	0.07945
4.198153813680013e-05	6490000	3212	17.94	18.4	0.0794125
4.345973332722982e-05	6500000	3217	17.89	18.4	0.079375
4.13815180460612e-05	6510000	3223	18.01	18.4	0.0793375
2.273718516031901e-05	6520000	3228	18.03	18.4	0.07930000000000001
6.0621897379557295e-05	6530000	3233	18.16	18.4	0.0792625
5.171696345011393e-05	6540000	3238	18.2	18.4	0.079225
4.9225489298502605e-05	6550000	3244	18.16	18.4	0.0791875
2.061923344930013e-05	6560000	3249	18.05	18.4	0.07915
3.97642453511556e-05	6570000	3254	18.07	18.4	0.0791125
5.1919619242350264e-05	6580000	3260	18.11	18.4	0.079075
5.205472310384115e-05	6590000	3265	18.19	18.4	0.07903750000000001
4.124641418457031e-05	6600000	3271	18.2	18.4	0.079
2.3456414540608726e-05	6610000	3276	18.14	18.4	0.0789625
3.9589405059814456e-05	6620000	3281	18.17	18.4	0.078925
4.780292510986328e-05	6630000	3287	18.14	18.4	0.0788875
4.8172473907470706e-05	6640000	3292	18.16	18.4	0.07885
4.32888666788737e-05	6650000	3297	18.13	18.4	0.07881250000000001
4.811684290568034e-05	6660000	3302	18.03	18.4	0.078775
2.4465719858805337e-05	6670000	3307	18.08	18.4	0.0787375
4.683335622151693e-05	6680000	3312	18.11	18.4	0.0787
4.918177922566732e-05	6690000	3318	18.13	18.4	0.0786625
2.3217995961507163e-05	6700000	3323	18.08	18.4	0.078625
3.689130147298177e-05	6710000	3328	18.12	18.4	0.0785875
2.586841583251953e-05	6720000	3333	18.17	18.4	0.07855000000000001
4.762808481852214e-05	6730000	3338	18.22	18.4	0.0785125
4.958709081013997e-05	6740000	3343	18.26	18.4	0.078475
3.860394159952799e-05	6750000	3349	18.27	18.4	0.07843750000000001
4.55021858215332e-05	6760000	3354	18.29	18.4	0.0784
4.7107537587483726e-05	6770000	3359	18.36	18.4	0.0783625
4.6193599700927734e-05	6780000	3364	18.28	18.4	0.078325
4.0241082509358724e-05	6790000	3370	18.29	18.4	0.07828750000000001
4.6936670939127606e-05	6800000	3375	18.31	18.4	0.07825
2.4783611297607423e-05	6810000	3381	18.32	18.4	0.0782125
4.365444183349609e-05	6820000	3386	18.39	18.4	0.07817500000000001
4.303455352783203e-05	6830000	3392	18.46	18.46	0.0781375
4.60664431254069e-05	6840000	3397	18.39	18.46	0.0781
5.258321762084961e-05	6850000	3402	18.42	18.48	0.0780625
5.042155583699544e-05	6860000	3407	18.36	18.48	0.07802500000000001
3.825823465983073e-05	6870000	3412	18.3	18.48	0.0779875
5.074739456176758e-05	6880000	3417	18.29	18.48	0.07795
4.7218799591064456e-05	6890000	3422	18.26	18.48	0.0779125
5.123615264892578e-05	6900000	3427	18.16	18.48	0.077875
4.8903624216715497e-05	6910000	3432	18.16	18.48	0.0778375
4.9396355946858725e-05	6920000	3438	18.05	18.48	0.07780000000000001
4.7536691029866535e-05	6930000	3443	18.05	18.48	0.07776250000000001
5.005995432535807e-05	6940000	3448	18.0	18.48	0.077725
4.8931439717610674e-05	6950000	3453	17.94	18.48	0.0776875
4.2374928792317705e-05	6960000	3459	17.88	18.48	0.07765
5.8706601460774736e-05	6970000	3464	17.87	18.48	0.0776125
4.157622655232747e-05	6980000	3469	17.84	18.48	0.077575
3.629128138224284e-05	6990000	3474	17.86	18.48	0.07753750000000001
5.535284678141276e-05	7000000	3480	17.86	18.48	0.0775
4.679759343465169e-05	7010000	3485	17.78	18.48	0.0774625
4.657109578450521e-05	7020000	3490	17.73	18.48	0.077425
4.604657491048177e-05	7030000	3495	17.84	18.48	0.0773875
4.520416259765625e-05	7040000	3500	17.83	18.48	0.07735
4.5637289683024086e-05	7050000	3506	18.0	18.48	0.0773125
4.943211873372396e-05	7060000	3511	17.98	18.48	0.07727500000000001
4.5422712961832685e-05	7070000	3516	18.01	18.48	0.0772375
4.37776247660319e-05	7080000	3522	18.07	18.48	0.0772
4.851818084716797e-05	7090000	3527	18.14	18.48	0.07716250000000001
3.966490427652995e-05	7100000	3533	18.15	18.48	0.077125
4.1480859120686846e-05	7110000	3538	18.12	18.48	0.0770875
6.482601165771484e-05	7120000	3543	18.07	18.48	0.07705000000000001
4.7314167022705075e-05	7130000	3548	18.17	18.48	0.0770125
4.766384760538737e-05	7140000	3554	18.23	18.48	0.076975
4.6590963999430336e-05	7150000	3559	18.22	18.48	0.0769375
5.1244099934895834e-05	7160000	3564	18.2	18.48	0.0769
4.854599634806315e-05	7170000	3570	18.18	18.48	0.0768625
3.8894017537434894e-05	7180000	3575	18.18	18.48	0.076825
4.864136377970378e-05	7190000	3580	18.11	18.48	0.07678750000000001
3.818670908610026e-05	7200000	3585	18.16	18.48	0.07675
3.904501597086589e-05	7210000	3590	18.12	18.48	0.0767125
5.025863647460938e-05	7220000	3595	18.08	18.48	0.07667500000000001
2.122322718302409e-05	7230000	3601	18.07	18.48	0.0766375
4.732211430867513e-05	7240000	3606	18.04	18.48	0.0766
4.792610804239909e-05	7250000	3611	18.08	18.48	0.0765625
5.1812330881754556e-05	7260000	3617	18.07	18.48	0.07652500000000001
4.5915444691975914e-05	7270000	3622	18.04	18.48	0.0764875
4.6316782633463545e-05	7280000	3627	18.02	18.48	0.07645
4.7206878662109375e-05	7290000	3632	17.99	18.48	0.0764125
4.077355066935222e-05	7300000	3637	18.0	18.48	0.076375
5.824565887451172e-05	7310000	3643	18.17	18.48	0.0763375
4.505713780721028e-05	7320000	3648	18.15	18.48	0.0763
4.6642621358235675e-05	7330000	3653	18.13	18.48	0.07626250000000001
4.584789276123047e-05	7340000	3658	18.07	18.48	0.076225
3.8007895151774086e-05	7350000	3664	18.15	18.48	0.0761875
4.7767162322998046e-05	7360000	3669	18.08	18.48	0.07615
4.373788833618164e-05	7370000	3674	18.07	18.48	0.0761125
4.28160031636556e-05	7380000	3680	18.2	18.48	0.076075
4.6324729919433596e-05	7390000	3685	18.0	18.48	0.07603750000000001
5.153814951578776e-05	7400000	3690	18.03	18.48	0.076
4.2621294657389326e-05	7410000	3695	18.0	18.48	0.0759625
4.94082768758138e-05	7420000	3700	17.99	18.48	0.075925
4.4627984364827475e-05	7430000	3705	17.96	18.48	0.0758875
4.6586990356445314e-05	7440000	3711	18.02	18.48	0.07585
4.7159194946289065e-05	7450000	3716	17.94	18.48	0.0758125
4.324515660603841e-05	7460000	3721	17.79	18.48	0.07577500000000001
4.3793519337972006e-05	7470000	3726	17.68	18.48	0.0757375
4.6817461649576825e-05	7480000	3731	17.63	18.48	0.0757
5.7816505432128906e-05	7490000	3735	17.61	18.48	0.0756625
4.167954126993815e-05	7500000	3740	17.49	18.48	0.075625
4.610617955525716e-05	7510000	3746	17.29	18.48	0.0755875
4.984140396118164e-05	7520000	3751	17.18	18.48	0.07555
3.829797108968099e-05	7530000	3756	17.25	18.48	0.07551250000000001
4.9118200937906904e-05	7540000	3762	17.22	18.48	0.075475
4.3487548828125e-05	7550000	3767	17.2	18.48	0.0754375
8.416175842285156e-05	7560000	3772	17.16	18.48	0.07540000000000001
5.4824352264404294e-05	7570000	3777	17.18	18.48	0.0753625
4.499753316243489e-05	7580000	3783	17.29	18.48	0.075325
4.931290944417318e-05	7590000	3788	17.33	18.48	0.07528750000000001
4.200537999471029e-05	7600000	3794	17.47	18.48	0.07525
4.3121973673502606e-05	7610000	3799	17.48	18.48	0.0752125
5.5456161499023436e-05	7620000	3804	17.53	18.48	0.075175
4.713932673136393e-05	7630000	3809	17.4	18.48	0.0751375
