Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
92.07607293128967	0	-393.4308	146.06915	42.693024	-774.7044	102.40409207161126	25.839567661093692	40040	40040
184.51486778259277	1	-180.91927	151.0847	-7.3680115	-792.7454	115.20402298850574	44.64742190391443	40091	80131
270.41831517219543	2	-107.89966	29.592846	-38.25493	-218.42172	91.87385321100918	25.90384752011611	40057	120188
355.1099934577942	3	-96.013626	27.789566	-28.22847	-232.20319	87.93186813186813	20.786771359281612	40009	160197
440.9670503139496	4	-82.23187	26.968674	-7.7878723	-172.64122	89.80941704035874	20.139357561216887	40055	200252
527.0242948532104	5	-61.608635	33.73402	11.992273	-268.16263	95.9832134292566	21.838017281488312	40025	240277
636.7766859531403	6	-42.80173	37.020737	66.316055	-175.04272	132.61363636363637	121.43368430620666	40845	281122
767.8217203617096	7	-57.10111	75.50616	68.12158	-362.766	230.132183908046	209.84323595684407	40043	321165
934.8322179317474	8	-64.35996	84.81987	53.520782	-284.14075	417.2916666666667	321.7661844112205	40060	361225
1107.6325311660767	9	-47.636097	78.57875	80.593185	-234.3602	426.0104166666667	338.16882786781673	40897	402122
1301.1219999790192	10	-25.489723	60.240227	54.92145	-245.1509	650.6935483870968	398.8049724958416	40343	442465
1492.6426448822021	11	-16.081078	61.2018	80.04521	-214.75983	689.2372881355932	378.15687440590364	40665	483130
1693.199860572815	12	2.691656	56.8705	86.34532	-197.96751	869.4468085106383	271.1077989657014	40864	523994
1891.5496802330017	13	23.352612	38.457928	97.234375	-68.86162	860.9787234042553	286.5806105719943	40466	564460
2096.5884535312653	14	60.524593	34.39013	126.986496	-32.260475	920.8409090909091	203.56593115363455	40517	604977
2298.29629945755	15	63.287636	36.14981	145.77237	-50.70128	931.0909090909091	196.55543032458462	40968	645945
2496.61030125618	16	86.38608	40.010696	161.24791	-10.827873	925.9090909090909	207.92686850099025	40740	686685
2677.2809052467346	17	87.993355	54.759342	159.11047	-29.972498	840.8541666666666	276.8105541689217	40361	727046
2857.0012760162354	18	100.267235	53.092445	172.39462	-35.590244	852.9574468085107	284.49671556618944	40089	767135
3018.727934360504	19	95.95429	61.43958	191.68588	-15.243668	743.1851851851852	349.19569352028645	40132	807267
3183.556144475937	20	111.54846	69.152534	194.35065	-52.131413	787.2352941176471	331.0645685636668	40149	847416
3346.8264384269714	21	91.91909	73.70361	281.66342	-47.700264	704.6896551724138	359.81097560920324	40872	888288
3501.0698688030243	22	89.76514	71.27485	241.27863	-40.87504	656.9193548387096	372.81182221957573	40729	929017
3651.4137814044952	23	88.079605	86.203674	262.5133	-255.33395	590.7536231884058	355.1768045451061	40762	969779
3798.7623789310455	24	88.789696	102.5206	252.73119	-234.85739	567.7746478873239	339.57260615401253	40312	1010091
3966.6147198677063	25	119.601524	70.29862	257.3077	-61.449062	769.5961538461538	312.790865227587	40019	1050110
4126.052485942841	26	104.70562	87.117905	243.5736	-179.47664	645.2903225806451	355.73709878888747	40008	1090118
4457.902777433395	27	112.02893	97.075066	269.72272	-122.340225	567.4647887323944	329.0983769603143	40290	1130408
4763.474515676498	28	118.860085	112.41252	284.36688	-175.44507	522.1948051948052	312.14049612900817	40209	1170617
4971.75758433342	29	133.97516	98.21934	283.54022	-49.734684	455.7613636363636	285.18984882156616	40107	1210724
5185.804969072342	30	120.13917	129.93713	296.85068	-291.27158	468.0581395348837	272.1287039316423	40253	1250977
5398.375933885574	31	132.03964	139.21625	290.1809	-233.90027	442.15384615384613	238.81814880677055	40236	1291213
